day,month,year,siteID,species,project,habitat,plotNR,DURIN_plot,ageClass,DroughtTrt,DroughNet_plotID,plant_height,photoID_N,photoID_W,photo_comment,# branches>5mm,# broken_branches>5mm,# broken_branches<5mm,length_longest_branch_cm,number_segments,fruits or flowers,reproductive stem,#_branches_s1,#_branches_s2,alive_leaf_count_s1_y1_b1,dead_leaf_count_s1_y1_b1,fruits_s1_y1_b1,comment_reproductive_stem,alive_leaf_count_s2_b1,dead_leaf_count_s2_b1,fruits_s2_y2_b1,alive_leaf_count_s2_y1_b1,dead_leaf_count_s2_y1_b1,fruits_s2_y1_b1,alive_leaf_count_s2_y1_b2,dead_leaf_count_s2_y1_b2,fruits_s2_y1_b2,alive_leaf_count_s2_y1_b3,dead_leaf_count_s2_y1_b3,fruits_s2_y1_b3,alive_leaf_count_s2_y1_b4,dead_leaf_count_s2_y1_b4,fruits_s2_y1_b4,alive_leaf_count_s1_b2,dead_leaf_count_s1_b2,fruits_s1_y1_b2,alive_leaf_count_s2_b2,dead_leaf_count_s2_b2,alive_leaf_count_s2_y2_b1,dead_leaf_count_s2_y2_b1,leaf_scar_s1_y1_b1,leaf_scar_s2_y2_b1,leaf_scar_s2_y1_b1,leaf_scar_s2_y1_b2,leaf_scar_s2_y1_b3,leaf_scar_s2_y1_b4,leaf_scar_s1_b2,leaf_scar_b2_s2,branch_length_s1_y1_b1,branch_length_s2_y2_b1,branch_length_s1_b2,branch_length_s2_b2,branch_length_s2_y2_b1,branch_length_s2_y1_b1,branch_length_s2_y1_b2,branch_length_s2_y1_b3,branch_length_s2_y1_b4,Comment_smaller_branches,leaf_mass_s1_y1_b1,stem_mass_s1_y1_b1,fruit_s1_y1_b1,leaf_mass_s1_y1_b2,stem_mass_s1_y1_b2,detached_leaf_y1,s1_reproductive_part,leaf_mass_s2_y1_side_branches,stem_mass_s2_y1_side_branches,leaf_s2_y1_sb1,stem_s2_y1_sb1,fruit_s2_y1_b1,leaf_mass_s2_y2_b1,stem_mass_s2_y2_b1,dead_leaves_s2_y2_b1,s2_reproductive_part,s2_flowers,flower_mass,fruit_mass,reproductive_part_mass,Chopping technician,time spent on chopping,weighing date,Mass technician,weighing time,balance,REMAINING BRANCH PROCESSING >>>>>,Comment,#_branches_s1_remain,#_branches_s2_remain,#_branches_s3_remain,#_branches_s4_remain,#_branches_s5_remain,#_branches_s6_remain,#_broken_branches_remain,roots_remain,alive_leaf_count_s1_y1_total_remain,dead_leaf_count_s1_y1_total_remain,fruits_s1_y1_total_remain,alive_leaf_count_s2_total_remain,dead_leaf_count_s2_total_remain,fruits_s2_y2_total_remain,reproductive structure,alive_leaf_count_s2_y1_total_remain,dead_leaf_count_s2_y1_total_remain,fruits_s2_y1_total_remain,alive_leaf_count_s3_y3_total_remain,dead_leaf_count_s3_y3_total_remain,alive_leaf_count_s4_y4_total_remain,dead_leaf_count_s4_y4_total_remain,alive_leaf_count_s5_y5_total_remain,lost_leaves,leaf_scar_s1_y1_total_remain,leaf_scar_s2_y2_total_remain,leaf_scar_s2_y1_total_remain,leaf_scar_s3_y3_total_remain,leaf_scar_s4_y4_total_remain,leaf_scar_s5_y5_total_remain,leaf_scar_s6_y6_total_remain,branch_length_s1_y1_total_remain,branch_length_s2_y2_total_remain,branch_length_s2_y1_total_remain,branch_length_s3_y3_total_remain,branch_length_s4_y4_total_remain,branch_length_s5_y5_total_remain,branch_length_s6_y6_total_remain,Comment_smaller_branches_remain,leaf_mass_s1_y1_total_remain,stem_mass_s1_y1_total_remain,leaf_mass_s2_y2_total_remain,stem_mass_s2_y2_total_remain,s2_y2_b1_reproductive_structure,leaf_mass_s2_y1_total_remain,stem_mass_s2_y1_total_remain,leaf_mass_s3_y3_total_remain,stem_mass_s3_y3_total_remain,s3_reproductive_structure,leaf_mass_s4_y4_total_remain,stem_mass_s4_y4_total_remain,stem_mass_s5_y5_total_remain,stem_mass_s6_y6_total_remain,rooted_part_mass,remain_stem_mass,dead_stem,broken_stems,lost_leaf_mass,dead_leaves,remainin_ fruit,Chopping technician,time spent on chopping,weighing date,Mass technician,weighing time,Which balance
27,June,2023,Sogndal,Vaccinium myrtillus,Field - Biomass,Open,3,SO_O_VM_3,,,,30.5,x,k,"1 fruit, S1 Y1 may have been entirely broken, we separated the S2 Y1 B1 from other side branches, and filled S1 Y1 B1 with 0",62,25,7,22.8,7,,,0,2,3,0,1,,0,0,0,3,0,0,5,0,0,0,0,0,,,,0,0,0,0,0,0,0,4,6,3,5,0,,0,0,20,38,0,0,0,7,17,0,,,0.01286,0.00577,0.02692,,,,0,0.02757,0.00542,0,0,0,0,0.02131,0,0,0,0,0,0,Elodie MANZANO,2h,31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72132,0,0,0,0,0,0,0,0,,0,0,0,0,0,3.3982,0,0,0,0,0.18643,,,29/05/2024,Elodie MANZANO,5',precise
27,June,2023,Sogndal,Vaccinium myrtillus,Field - Biomass,Open,4,SO_O_VM_4,,,,25.5,x,k,"Seem like 2 individuals, here is A",43,15,3,21.4,4,present,,0,1,7,0,0,,0,0,0,10,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,9,7,8,0,0,,0,0,69,60,0,0,0,71,0,0,,,0.04084,0.04489,0,,,,0,0.04223,0.04151,0,0,0,0,0.08357,0,0,0,0,0,0,"Elodie MANZANO, 1h15",,31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25407,0,0,0,0,0,0,0,0,,0,0,0,0,0,1.5083,0,0,0,0,0.01836,,,29/05/2024,Elodie MANZANO,5',precise
27,June,2023,Sogndal,Vaccinium myrtillus,Field - Biomass,Open,4,SO_O_VM_4,,,,25.5,x,k,"Seem like 2 individuals, here is B, all main branches were broken, S2 Y1 B1 taken apart and its biomass measured as S1_Y1_B1",53,31,6,20.9,8,absent,,0,2,0,0,0,,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,32,0,0,0,31,3,0,0,,0.04666,0.01457,0,,,,0,0.03447,0.01239,0,0,0,0,0.02015,0,0,0,0,0,0,,,31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2771,0,0,0,0,0,0,0,0,,0,0,0,0,0,2.4144,0,0,0,0,0,,,29/05/2024,Elodie MANZANO,5',precise
27,June,2023,Sogndal,Vaccinium vitis-idaea,Field - Biomass,Open,4,SO_O_VV_4,,,,12.3,x,k,"not in folder, retaken",1,0,0,12.6,4,absent,,0,0,12,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,30,53,0,0,0,0,0,0,0,no,0.04452,0.00635,0,,,,0,0,0,0,0,0,0.23037,0.03644,0,0,0,0,0,0,Elodie MANZANO,40',31/05/2024,Elodie MANZANO,10',precise,,"a single branch, already processed, no S1 neither S2. 1 leaf from S3 has been partly eaten, 2 lost leaves, no countable leaf scar on S4",0,0,1,1,0,,0,no,0,0,0,0,0,0,,0,0,0,3,,0,,0,2,0,0,0,11,0,0,,0,0,0,32,15,0,,no,0,0,0,0,0,0,0,0.02553,0.02766,,0,0.01304,0,0,0,0,,,0.01513,,0,Elodie MANZANO,,29/05/2024,Elodie MANZANO,15',precise
27,June,2023,Sogndal,Vaccinium vitis-idaea,Field - Biomass,Open,5,SO_O_VV_5,,,,13.9,x,k,NO PHOTO IN THE FOLDER,1,0,,14.7,3,,,0,0,13,0,0,,10,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,0,0,15,14,0,0,0,,0,0,32,52,0,0,0,0,0,0,,,0.05448,0.0078,0,,,,0,0,0,0,0,0,0.10848,0.03525,0,0,0,0,0,0,Xander Duisters,35`,31/05/2024,Elodie MANZANO,10',precise,,"not entirely sure which stem was processed for biomass (no photo in the folder), 2 S1 attached to S3, 1 lost leaf",2,0,1,0,0,0,0,no,18,0,0,0,0,0,no,0,0,0,2,0,0,,0,1,23,0,0,13,0,0,0,91,0,0,58,0,0,0,no,0.02564,0.01733,0,0,,0,0,0.02089,0.06078,,0,0,0,0,0,0,,,0.01092,,0,Elodie MANZANO,,28/05/2024,Elodie MANZANO,15',precise
27,June,2023,Sogndal,Vaccinium vitis-idaea,Field - Biomass,Open,1,SO_O_VV_1,,,,24.2,x,k,"seem like 2 individuals, here is A (right-hand in the photo)",2,1,0,21.6,4,absent,,0,0,11,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,44,65,0,0,0,0,0,0,0,no,0.05726,0.0101,0,,,,0,0,0,0,0,0,0.18403,0.03634,0,0,0,0,0,0,Elodie MANZANO,40',31/05/2024,Elodie MANZANO,10',precise,,"seem like 2 individuals, here is A, side branch with leaves assumed to be S3 leaves due to how it is attached, S4 assumed to be a unique segment because of the absence of annual ring (bud)",0,1,2,1,0,,1,no,0,0,0,0,0,0,no,0,0,0,3,0,0,,0,0,0,7,0,29,12,0,,0,12,0,82,76,0,,no,0,0,0,0.00317,,0,0,0.02718,0.04707,,0,0.08642,0,0,0,0,,,0,,0,Elodie MANZANO,,28/05/2024,Elodie MANZANO,10',precise
27,June,2023,Sogndal,Vaccinium vitis-idaea,Field - Biomass,Open,1,SO_O_VV_1,,,,24.2,x,x,"seem like 2 individuals, here is B (has its own photos), a verry, verry little leaf at the top bud, not counted as a leaf (photo)",1,0,0,17,5,absent,,0,0,11,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,40,52,0,0,0,0,0,0,0,no,0.06775,0.00979,0,,,,0,0,0,0,0,0,0.17502,0.03172,0,0,0,0,0,0,Elodie MANZANO,30',31/05/2024,Elodie MANZANO,10',precise,,"seem like 2 individuals, here is B, ",0,0,1,1,1,,0,no,0,0,0,0,0,0,no,0,0,0,2,0,1,,0,0,0,0,0,6,14,10,,0,0,0,15,37,25,,no,0,0,0,0,,0,0,0.00394,0.00979,,0.0062,0.02756,0.02138,0,0,0,,,0,,0,Elodie MANZANO,,28/05/2024,Elodie MANZANO,15',precise
27,June,2023,Sogndal,Vaccinium vitis-idaea,Field - Biomass,Open,3,SO_O_VV_3,,,,13.9,x,k,"NO PHOTO IN THE FOLDER, who did it? ",4,,,12.8,5,,,,,14,0,0,,10,0,0,,,0,,,,,,0,,,,0,0,,0,0,,,14,,11,,,,0,0,3.3,4.2,0,0,,,,,,,0.09612,0.01033,0,,,,0,0,0,0,0,0,0.14897,0.02822,0,0,0,0,0,0,,,31/05/2024,Elodie MANZANO,10',precise,,"not entirely sure which stem was processed for biomass (no photo in the folder), every stem is broken (see photos), S5 twisted (then length measured with the rope) and too old to see the leav scars",1,3,4,3,1,0,3,no,0,0,0,16,0,0,0,0,0,0,19,0,6,,0,0,7,25,0,36,20,0,0,9,54,0,84,61,25,0,no,0,0.00205,0.09093,0.01583,,0,0,0.11657,0.04124,,0.03089,0.03247,0.03391,0,0,0,,,0,,0,Elodie MANZANO,,28/05/2024,Elodie MANZANO,15',precise
27,June,2023,Sogndal,Empetrum nigrum,Field - Biomass,Open,4,SO_O_EN_4,,,,27.4,x,x,NO PHOTO IN THE FOLDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,5,KA_O_VV_5,,,,10.4,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,3,KA_O_VV_3,,,,11.3,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,1,KA_O_VV_1,,,,10.9,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,3,KA_F_VV_3,,,,18.0,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,2,KA_O_VV_2,,,,16.0,x,x,height could be 10.0cm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,2,KA_F_VV_2,,,,13.5,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,5,KA_F_VV_5,,,,17.0,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,1,KA_F_VV_1,,,,14.6,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Forested,4,KA_F_VV_4,,,,15.9,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Vaccinium vitis-idaea,Field - Biomass,Open,4,KA_O_VV_4,,,,7.0,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Open,2,KA_O_EN_2,,,,9.4,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Forested,4,KA_F_EN_4,,,,23.0,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Forested,2,KA_F_EN_2,,,,16.5,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Open,5,KA_O_EN_5,,,,11.3,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Open,4,KA_O_EN_4,,,,11.5,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Open,1,KA_O_EN_1,,,,9.4,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Open,3,KA_O_EN_3,,,,7.2,x,x,height seems false(?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Forested,3,KA_F_EN_3,,,,8.5,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Forested,5,KA_F_EN_5,,,,14.8,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,July,2023,Kautokeino,Empetrum nigrum,Field - Biomass,Forested,1,KA_F_EN_1,,,,15.8,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,June,2023,Sogndal,Empetrum nigrum,Field - Biomass,Open,5,SO_O_EN_5,,,,23.7,x,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,June,2023,Sogndal,Vaccinium vitis-idaea,Field - Biomass,Open,2,SO_O_VV_2,,,,13.4,x,k,"seems like 2 individuals, here is A",2,0,0,16.9,4,absent,,0,0,12,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,0,36,56,0,0,0,0,0,0,0,no,0.104,0.01126,0,,,,0,0,0,0,0,0,0.177,0.03691,0,0,0,0,0,0,Elodie MANZANO,20',31/05/2024,Elodie MANZANO,10',precise,,a side branch from Y1 attached to S3 -> no S2 in the remaining stuff? 3 of S1 leaves are far from beeing mature but counted,1,0,1,1,0,,0,no,11,0,0,0,0,0,,0,0,0,0,,0,,0,0,11,0,0,13,7,0,,13,0,0,57,16,0,,no,0.00485,0.0014,0,0,,0,0,0,0.0574,,0,0.01307,0,0,0,0,,,0,,,Elodie MANZANO,,28/05/2024,Elodie MANZANO,10',precise
27,June,2023,Sogndal,Vaccinium vitis-idaea,Field - Biomass,Open,2,SO_O_VV_2,,,,13.4,x,k,"seems like 2 individuals, here is B",1,0,0,12.9,4,absent,,0,0,14,0,0,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,30,63,0,0,0,0,0,0,0,no,0.08103,0.00731,0,,,,0,0,0,0,0,0,0.24108,0.05095,0,0,0,0,0,0,Elodie MANZANO,30',31/05/2024,Elodie MANZANO,10',precise,,hard to see S4 leaf scars ,0,0,1,1,0,,0,no,0,0,0,0,0,0,,0,0,0,1,,0,,0,0,0,0,0,10,1,0,,0,0,0,28,9,0,,no,0,0,0,0,,0,0,0.00304,0.03372,,0,0.01028,0,0,0,0,,,0,,,Elodie MANZANO,,28/05/2024,Elodie MANZANO,10',precise
27,July,2023,Lygra,Vaccinium myrtillus,Field - Biomass,Open,1,LY_O_VM_1,,,,10.2,x,x,NO PHOTO IN THE FOLDER,2,1,2,11.2,4,absent,,0,1,6,0,0,,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,33,37,0,0,0,32,0,0,0,,0.02337,0.01387,,,,,,0.01714,0.01297,0,0,,0.00284,0.02274,0,0,,0,0,0,Xander Duisters,45',29/05/2024,Elodie MANZANO,10',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.04646,0,0,0,0,0,,,29/05/2024,Elodie MANZANO,1',precise
27,July,2023,Lygra,Vaccinium myrtillus,Field - Biomass,Open,2,LY_O_VM_2,,,,9.4,X,X,no remaining leaves,3,0,2,11.9,4,absent,,0,2,6,0,0,,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,24,46,0,0,0,25,20,0,0,,0.01268,0.00835,,,,,,0.0176,0.01437,0,0,,0,0.03082,0,0,,0,0,0,MANZANO Elodie,40',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.04489,0,0,0,0,0,,0,31/05/2024,Elodie MANZANO,10',precise
27,July,2023,Lygra,Vaccinium myrtillus,Field - Biomass,Open,5,LY_O_VM_5,,,,15.0,X,X,"the only non-broken branch has no leaf, I took the longest broken branch, S2 Y1 B1 is taken as the top for measuring the length and is in a separate bag",8,4,2,15.6,6,absent,,0,2,0,0,0,,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,28,0,0,0,36,28,0,0,,0.03563,0.01774,,,,,,0.01178,0.01183,0,0,,0,0.02728,0,0,,0,0,0,MANZANO Elodie,40',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01388,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.20987,0,,0,0,0,,,29/05/2024,Elodie MANZANO,5',precise
27,July,2023,Lygra,Vaccinium myrtillus,Field - Biomass,Open,4,LY_O_VM_4,,,,9.8,x,x,,3,1,0,9.8,4,absent,,0,1,5,0,0,,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,0,19,32,21,0,0,0,0,0,0,,0.01255,0.00542,,,,,,0.01238,0.00555,0,0,,0.00276,0.0115,0,0,,0,0,0,xander Duisters,35',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01461,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.04755,0,0,0,0,0,,,29/05/2024,Elodie MANZANO,5',precise
27,July,2023,Lygra,Vaccinium myrtillus,Field - Biomass,Open,3,LY_O_VM_3,,,,8.0,X,X,"every main branch is broken, S1 is missing, S2 Y1 B1 is in a separate bag and its mass is noted as S1",10,5,3,6.7,5,absent,,0,2,0,0,0,,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,23,0,0,0,21,7,0,0,,0.00681,0.00754,,,,,,0.00117,0.00122,,,,0,0.0123,0,0,,0,0,0,MANZANO Elodie,40',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0223,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.09168,0,0,0,0,0,,,31/05/2024,Elodie MANZANO,3',precise
20,July,2023,Kautokeino,Vaccinium myrtillus,Field - Biomass,Forested,5,KA_F_VM_5,,,,20.2,X,X,"every main branch is broken, S1 is missing, S2 Y1 B1 Is taken as the top for measuring the length andis in a separate bag for biomass as S1 Y1 B1, S2 Y1 B3 is broken, no remaining leaves except for already lost leaves",11,9,0,21.2,5,absent,,0,3,0,0,0,,0,0,0,6,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,3,0,0,0,0,92,0,0,0,62,74,17,0,,0.0421,0.03866,0,,,,,0.03649,0.05013,0,0,0,0,0.13724,0,0,0,0,0,0,Elodie MANZANO,40',31/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0145,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.3399,,,0,,0,,,29/05/2024,Elodie MANZANO,10',unprecise
12,July,2023,Senje,Vaccinium myrtillus,Field - Biomass,Forested,1,SE_F_VM_1,,,,missing,x,x,,2,0,0,20.9,3,absent,,0,1,10,0,0,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,10,0,0,0,0,0,97,98,85,0,0,0,0,0,0,,0.07696,0.06826,0,,,,,0.05929,0.04743,0,0,0,0,0.13946,0,0,,0,0,0,Xander Duisters,30',30/05/2024,Elodie MANZANO,10',precise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0.01055,,,0,,0,,,28/05/2024,Elodie MANZANO,10',precise
